id,name,author,serial_number
8192,The Giraffe and the Pelly and Me,"Roald Dahl, Quentin Blake",140568190
8193,Shotgun Lovesongs,Nickolas Butler,1250039819
8194,"The Death of Kings (Emperor, #2)",Conn Iggulden,440240956
8195,French Women Don't Get Fat,Mireille Guiliano,375435484
8196,A Certain Slant of Light,Laura Whitcomb,061858532X
8197,"The Uglies Trilogy (Uglies, #1-3)",Scott Westerfeld,1416936408
8198,The Bone Tree,Greg Iles,62311115
8199,False Impression,Jeffrey Archer,312939779
8200,I Wrote This For You,"pleasefindthis, Iain S. Thomas, Jon Ellis",1926760689
8201,Barefoot in Paris,"Ina Garten, Quentin Bacon",1400049350
8202,,Masashi Kishimoto,1591163595
8203,...and that's when it fell off in my hand,Louise Rennison,60589353
8204,The Unwanted Wife,Natasha Anders,
8205,Royally Screwed,Emma Chase,
8206,Splendor,Anna Godbersen,61626317
8207,The Professor,Charlotte Brontë,1582870950
8208,"Drink Deep (Chicagoland Vampires, #5)",Chloe Neill,451234863
8209,رجال في الشمس,غسان كنفاني,
8210,Den lille havfrue,"Hans Christian Andersen, Lisbeth Zwerger, Anthea Bell",698400011
8211,"Big Boned (Heather Wells, #3)",Meg Cabot,60525134
8212,The Subterraneans,Jack Kerouac,802131867
8213,The Tale of Three Trees: A Traditional Folktale,"Angela Elwell Hunt, Tim Jonke",745917437
8214,Sin City: The Big Fat Kill,Frank Miller,1593072953
8215,The Moving Finger,Agatha Christie,7120842
8216,Hornet's Nest,Patricia Cornwell,042516098X
8217,The Sacred Romance Drawing Closer To The Heart Of God,"John Eldredge, Brent Curtis",785267239
8218,There's a Boy in the Girls' Bathroom,Louis Sachar,590590898
8219,Crash Into You,Katie McGarry,037321099X
8220,Colonel Roosevelt,Edmund Morris,375504877
8221,Selected Poems,"William Carlos Williams, Charles Tomlinson",081120958X
8222,Star Wars: Vision of the Future,Timothy Zahn,553100351
8223,1Q84 Book 2 [Ichi-kyū-hachi-yon],Haruki Murakami,4103534230
8224,How to Be Both,Ali Smith,
8225,Princess on the Brink,Meg Cabot,60724560
8226,The Woodlanders,"Thomas Hardy, Patricia Ingham",140435476
8227,,Jane Green,312591845
8228,While My Sister Sleeps,Barbara Delinsky,385524927
8229,Killing Pablo: The Hunt for the World's Greatest Outlaw,Mark Bowden,142000957
8230,Gold,Chris Cleave,1451672721
8231,Wondrous Strange,Lesley Livingston,1554682746
8232,How Soccer Explains the World: An Unlikely Theory of Globalization,Franklin Foer,60731427
8233,Livro do Desassossego,"Fernando Pessoa, Richard Zenith",141183047
8234,"Batman: Earth One, Volume 1","Geoff Johns, Gary Frank, Jon Sibal, Brad Anderson, Rob Leigh",1401232086
8235,,"Anne Lamott, Sam Lamott",159448841X
8236,Undead and Unappreciated,MaryJanice Davidson,425204332
8237,Blue Labyrinth,"Douglas Preston, Lincoln Child",1455525898
8238,Malcolm X: A Life of Reinvention,Manning Marable,670022209
8239,Mutant Message Down Under,Marlo Morgan,60723513
8240,Ashes of Midnight,Lara Adrian,440244501
8241,Once Upon a Crime,"Michael Buckley, Peter Ferguson",081091610X
8242,Keys to Drawing,Bert Dodson,891343377
8243,"Fables, Volume 9: Sons of Empire","Bill Willingham, Mark Buckingham, Steve Leialoha, Andrew Pepoy, Gene Ha, Joshua Middleton, Iñaki Miranda, Mike Allred",1401213162
8244,Embrace the Night,Karen Chance,451461991
8245,The Ipcress File,Len Deighton,586026193
8246,The Boston Cooking-School Cook Book 1896,"Marion Cunningham, Fannie Merritt Farmer, Archibald Candy Corporation",679450815
8247,واحة الغروب,بهاء طاهر,
8248,,Keary Taylor,1450572375
8249,The Third Policeman,Flann O'Brien,156478214X
8250,Tea Time for the Traditionally Built,Alexander McCall Smith,375424490
8251,"Starlight (Warriors: The New Prophecy, #4)",Erin Hunter,60827629
8252,Feral Sins,Suzanne Wright,
8253,Tintin au pays des Soviets,"Hergé, Leslie Lonsdale-Cooper, Michael Turner",867199032
8254,Flash and Bones,Kathy Reichs,1439102414
8255,Eileen,Ottessa Moshfegh,1594206627
8256,Creation in Death ,J.D. Robb,142333745X
8257,Llama Llama Mad at Mama,Anna Dewdney,670062405
8258,Cop Town,Karin Slaughter,345547497
8259,Graffiti World: Street Art from Five Continents,"Nicholas Ganz, Tristan Manco",810949792
8260,Lon Po Po,Ed Young,399216197
8261,The Blood of Flowers,Anita Amirrezvani,316065765
8262,Five Children and It ,E. Nesbit,140367357
8263,2 ضباط,Essam Youssef,
8264,"Flood Tide (Dirk Pitt, #14)",Clive Cussler,671000314
8265,This Savage Song,Victoria Schwab,62380877
8266,Bloodlust,"L.J. Smith, Kevin Williamson, Julie Plec",62003941
8267,,Nalini Singh,425226735
8268,The Unexpected Everything,Morgan Matson,1481404547
8269,Exit to Eden,"Anne Rampling, Anne Rice",727853414
8270,Percy Jackson: The Ultimate Guide,"Mary-Jane Knight, Rick Riordan",1423121716
8271,Alif the Unseen,G. Willow Wilson,802120202
8272,The Complete Guide to Middle-Earth,"Robert Foster, J.R.R. Tolkien",345465296
8273,Hothouse Flower,Lucinda Riley,1451655789
8274,The Bird and the Sword,Amy Harmon,1533134138
8275,The Black Unicorn ,Terry Brooks,1857231082
8276,The Awakening and Selected Short Stories,"Kate Chopin, Cynthia Brantley Johnson, Alyssa  Harad",743487672
8277,Say You're One of Them,Uwem Akpan,316113786
8278,The Crossing Places,Elly Griffiths,547229895
8279,Peak,Roland Smith,152024174
8280,Steget efter,"Henning Mankell, Ebba Segerberg",99448874
8281,The Devil's Alternative,Frederick Forsyth,553264907
8282,,Alice Hoffman,1476799202
8283,Sovereign ,C.J. Sansom,670038318
8284,Envy,Sandra Brown,749932945
8285,Batman: Batman and Son,"Grant Morrison, Andy Kubert, John Van Fleet, Jesse Delperdang",1401212409
8286,On Food and Cooking: The Science and Lore of the Kitchen,Harold McGee,684800012
8287,Magic and Other Misdemeanors,"Michael Buckley, Peter Ferguson",810993589
8288,In Bed with a Highlander,Maya Banks,345519477
8289,The Confessions of Nat Turner,William Styron,679736638
8290,Please Stop Laughing at Me... One Woman's Inspirational Story,Jodee Blanco,1580628362
8291,,Drew Karpyshyn,345477480
8292,A Girl Like You,Gemma Burgess,184756190X
8293,,Whitney G.,
8294,The Android's Dream,John Scalzi,765309416
8295,Cuentos de Eva Luna,Isabel Allende,743217187
8296,Awakening the Buddha Within : Tibetan Wisdom for the Western World,Lama Surya Das,767901576
8297,Long Time Coming,Edie Claire,
8298,Story of a Girl,Sara Zarr,316014532
8299,High Heat,Lee Child,
8300,,Kim van Alkemade,62338307
8301,Delusion in Death,J.D. Robb,399158812
8302,Field of Dishonor,David Weber,743435745
8303,How Music Works,David Byrne,1936365537
8304,Save the Date,Mary Kay Andrews,1250019699
8305,Oracle Night,Paul Auster,965913228
8306,Time and Again,Jack Finney,575073608
8307,One Lavender Ribbon ,Heather Burch,
8308,Run Baby Run,"Nicky Cruz, Jamie Buckingham",882706306
8309,Fences (The Century Cycle #6),August Wilson,452264014
8310,Tortured for Christ,Richard Wurmbrand,340863684
8311,The Two-Family House,Lynda Cohen Loigman,1250076927
8312,Miracles: A Preliminary Study,C.S. Lewis,6280943
8313,"The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else","Daniel Coyle, John Farrell",1598878735
8314,Dear Daughter,Elizabeth Little,670016381
8315,The Mermaid's Sister,Carrie Anne Noble,
8316,The Inimitable Jeeves ,P.G. Wodehouse,140284125
8317,Dragons of Summer Flame,"Margaret Weis, Tracy Hickman",786901896
8318,The Secret Speech,Tom Rob Smith,446402400
8319,Star Island,Carl Hiaasen,307272583
8320,Un Lun Dun,China Miéville,345495160
8321,"デスノート #5 (Desu Nōto) Hakushi (白紙,) ","Tsugumi Ohba, Takeshi Obata",1421506262
8322,Heat Rises,Richard Castle,1401324436
8323,Homicide: A Year on the Killing Streets,David Simon,805080759
8324,Mrs. Mike,"Benedict Freedman, Nancy Freedman",425183238
8325,A Work in Progress,Connor Franta,1476791619
8326,The Enchanted,Rene Denfeld,62285505
8327,The Left Hand of God ,Paul  Hoffman,718155181
8328,How to Love,Katie Cotugno,006221635X
8329,Paris to the Moon,Adam Gopnik,375758232
8330,You Against Me,Jenny Downham,385613504
8331,A Dog's Life: Autobiography of a Stray,Ann M. Martin,439717000
8332,The Will of the Empress,Tamora Pierce,439441722
8333,"The Secret Race: Inside the Hidden World of the Tour de France: Doping, Cover-ups, and Winning at All Costs","Tyler Hamilton, Daniel Coyle",345530411
8334,Dr. No,Ian Fleming,142002038
8335,El juego de Ripper,"Isabel Allende, Oliver Brock, Frank Wynne",62291408
8336,ماهی سیاه کوچولو,Samad Behrangi,9649051759
8337,Fifth Business,Robertson Davies,141181362
8338,"Hello, Cupcake!: Irresistibly Playful Creations Anyone Can Make","Alan    Richardson, Karen Tack",618829253
8339,,Larry Correia,1439133913
8340,Nights of Rain and Stars,Maeve Binchy,752865366
8341,Big Nate on a Roll,Lincoln Peirce,61944394
8342,Wife by wednesday,Catherine Bybee,1467964409
8343,"The  Bedside, Bathtub and Armchair Companion to Agatha Christie","Dick Riley, Pam McAllister, Bruce Cassiday",804467250
8344,,L.A. Casey,
8345,"Shadow's Claim (The Dacians, #1)",Kresley Cole,1451650051
8346,Glitter and Glue,Kelly Corrigan,034553283X
8347,A Night to Remember,"Walter Lord, Nathaniel Philbrick",805077642
8348,The Lonely Polygamist,Brady Udall,393062627
8349,Stormy Weather,Carl Hiaasen,446677167
8350,That Old Cape Magic,"Richard Russo, Arthur Morey",739318926
8351,The Darkest Hour,Maya Banks,425227944
8352,The Devil All the Time,Donald Ray Pollock,038553504X
8353,A Long Way Home,Saroo Brierley,
8354,Twilight,Erin Hunter,60827645
8355,İstanbul: Hatıralar ve Şehir,Orhan Pamuk,1400033888
8356,The Second Assistant: A Tale from the Bottom of the Hollywood Ladder,"Clare Naylor, Mimi Hare",452286107
8357,The Life and Adventures of Martin Chuzzlewit,"Charles Dickens, Patricia Ingham, Hablot Knight Browne",140436146
8358,"Darkness, Be My Friend",John Marsden,043985802X
8359,UR,Stephen King,
8360,Tales of the South Pacific,James A. Michener,449206521
8361,A Bend in the River,V.S. Naipaul,330487140
8362,Evicted: Poverty and Profit in the American City,Matthew Desmond,553447432
8363,The Assassin and the Empire,Sarah J. Maas,
8364,Misbehaving,Abbi Glines,
8365,The Invisible Library,Genevieve Cogman,1447256239
8366,Saint Maybe,Anne Tyler,449911608
8367,,"Marjane Satrapi, Anjali Singh",375714677
8368,Deep and Dark and Dangerous: A Ghost Story,Mary Downing Hahn,618665455
8369,"Harry, A History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon","Melissa Anelli, J.K. Rowling",1416554955
8370,Marcelo in the Real World,Francisco X. Stork,545054745
8371,"The Green Mile, Part 4: The Bad Death of Eduard Delacroix",Stephen King,451190556
8372,Daun Yang Jatuh Tak Pernah Membenci Angin,Tere Liye,
8373,Alcatraz Versus the Evil Librarians,Brandon Sanderson,439925509
8374,Darth Vader and Son,Jeffrey Brown,145210655X
8375,Darwin's Dangerous Idea: Evolution and the Meanings of Life,Daniel C. Dennett,068482471X
8376,Pani Jeziora,Andrzej Sapkowski,8370541291
8377,Open Season,C.J. Box,042518546X
8378,Palace of Stone,Shannon Hale,1599908735
8379,Hausfrau,Jill Alexander Essbaum,812997530
8380,Legally Blonde,Amanda Brown,751534552
8381,Truthwitch,Susan Dennard,
8382,1421: The Year China Discovered America,Gavin Menzies,006054094X
8383,A Wrinkle in Time: The Graphic Novel,"Hope Larson, Madeleine L'Engle",374386153
8384,Heartburn,Nora Ephron,679767959
8385,Tigers in Red Weather,Liza Klaussmann,316211338
8386,Hornet Flight,Ken Follett,451210743
8387,Den vita lejoninnan,"Henning Mankell, Laurie Thompson",99464691
8388,"Elven Star (The Death Gate Cycle, #2)","Margaret Weis, Tracy Hickman",553290983
8389,Flight: A Novel,Sherman Alexie,802170374
8390,Philosophische Untersuchungen,"Ludwig Wittgenstein, G.E.M. Anscombe",631231277
8391,Endure,Carrie Jones,
8392, Kaleidoscope Hearts,Claire Contreras,
8393,Enemy of God,Bernard Cornwell,312187149
8394,,Harper Sloan,
8395,Mud Vein,Tarryn Fisher,
8396,Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source,"Scott Dikkers, Maria Schneider, John Krewson, Robert Siegel, David Javerbaum, Todd Hanson, Carol Kolb, Mike Loew, Tim Harrod",609804618
8397,Ice Hunt,James Rollins,60521600
8398,Strange Candy,Laurell K. Hamilton,425212017
8399,First Among Equals,Jeffrey Archer,312997124
8400,Black Holes and Baby Universes and Other Essays,Stephen Hawking,553374117
8401,"The Chronicles of Thomas Covenant, the Unbeliever",Stephen R. Donaldson,6473296
8402,Archangel's Blade,Nalini Singh,425243915
8403,The Story of Philosophy,Will Durant,671739166
8404,The Gnostic Gospels,Elaine Pagels,679724532
8405,How to Talk to a Widower,Jonathan Tropper,385338902
8406,The Gods of Mars,Edgar Rice Burroughs,345324390
8407,The Survivor,"Vince Flynn, Kyle Mills, Armand Schultz",1442364459
8408,,Nalini Singh,575100133
8409,An Untamed State,Roxane Gay,802122515
8410,Breath,Tim Winton,374116342
8411,Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR (Text Revision),American Psychiatric Association,890420254
8412,A Monstrous Regiment of Women,Laurie R. King,6514944
8413,Alvin Journeyman (Tales of Alvin Maker #4),Orson Scott Card,312850530
8414,Rose Under Fire,Elizabeth Wein,1423183096
8415,よつばと! 1,"Kiyohiko Azuma, あずま きよひこ",1413903177
8416,Black Elk Speaks,"Black Elk, John G. Neihardt",803283857
8417,"The Accidental Billionaires: The Founding of Facebook: A Tale of Sex, Money, Genius and Betrayal",Ben Mezrich,385529376
8418,The Sleeping Doll,Jeffery Deaver,034083384X
8419,Dark Legend,Christine Feehan,084394952X
8420,Batman Hush #1,"Jeph Loeb, Jim Lee, Scott Williams",1401200605
8421,One Breath Away,Heather Gudenkauf,778313654
8422,The Devil's Punchbowl,Greg Iles,743292511
8423,Empress of the World,Sara Ryan,142500593
8424,Welcome to the Jungle,Jim Butcher,345507460
8425,Blackout,Connie Willis,553803190
8426,,Bella Forrest,
8427,The Red Garden,Alice Hoffman,307393879
8428,Le Roi Babar,Jean de Brunhoff,1405204664
8429,Ungifted,Gordon Korman,006174266X
8430,Noises Off,Michael Frayn,1400031605
8431,The Final Detail,Harlan Coben,440225450
8432,Olympos,Dan Simmons,380817934
8433,A History of the World in 6 Glasses,Tom Standage,802715524
8434,,Karen   White,451470893
8435,The Widow of the South,Robert Hicks,446697435
8436,,Jennifer L. Armentrout,
8437,Courageous,"Randy Alcorn, Alex Kendrick, Stephen Kendrick",1414358466
8438,The Magician's Elephant,"Kate DiCamillo, Yoko Tanaka",763644102
8439,Back When We Were Grownups,Anne Tyler,345477243
8440,The Dead,James Joyce,097496090X
8441,قمر على سمرقند,"محمد المنسي قنديل, Mohamed Mansi Qandil",
8442,,Aleatha Romig,
8443,The Lost Saint,Bree Despain,1606840584
8444,Relentless,Dean Koontz,553807145
8445,Taliesin. Book I of the Pendragon Cycle,Stephen R. Lawhead,038070613X
8446,,Carl Hiaasen,446695645
8447,المرحوم,حسن كمال,
8448,The Memory of Earth,Orson Scott Card,812532597
8449,Wench,Dolen Perkins-Valdez,006170654X
8450,Curse the Dawn,Karen Chance,451412702
8451,Praying God's Word: Breaking Free From Spiritual Strongholds,Beth Moore,805423516
8452,In the Skin of a Lion,Michael Ondaatje,679772669
8453,Where There's Smoke,Jodi Picoult,
8454,Jack: Straight from the Gut,"Jack Welch, John A. Byrne, Mike Barnicle",5559608475
8455,The Missing Piece Meets the Big O,Shel Silverstein,60256575
8456,Život je jinde,"Milan Kundera, Aaron Asher",60997028
8457,Blessings,Anna Quindlen,345468694
8458,Wicked Nights,Gena Showalter,373776985
8459,Six's Legacy,Pittacus Lore,
8460,Magic's Promise,Mercedes Lackey,886774012
8461,,Lisa Scottoline,1250010136
8462,Underworld,Meg Cabot,545415071
8463,Food Matters: A Guide to Conscious Eating with More Than 75 Recipes,Mark Bittman,1416575642
8464,Coming Home,Rosamunde Pilcher,340752475
8465,Glorious Appearing: The End of Days,"Tim LaHaye, Jerry B. Jenkins",842332359
8466,ليتها تقرأ,خالد الباتلي,
8467,Silken Prey,John Sandford,399159312
8468,,John Sandford,399157700
8469,Hotel du Lac,Anita Brookner,679759328
8470,The Ghost Road,Pat Barker,452276721
8471,The Tragedy of Puddn'head Wilson,Mark Twain,553211587
8472,τὰ μετὰ τὰ φυσικά,"Aristotle, Joe Sachs",1888009039
8473,If You Find Me,Emily Murdoch,1250021529
8474,Native Tongue,Carl Hiaasen,044669570X
8475,The Persian Pickle Club,Sandra Dallas,312147015
8476,My Soul to Save,Rachel Vincent,373210043
8477,The Worst Witch,Jill Murphy,141319623
8478,The Relatives Came,"Cynthia Rylant, Stephen Gammell",689717385
8479,What I Loved,Siri Hustvedt,340682388
8480,Maryamah Karpov: Mimpi-mimpi Lintang,Andrea Hirata,
8481,Tilt,Ellen Hopkins,1416983309
8482,Dragonheart (Dragonriders of Pern),Todd J. McCaffrey,345491149
8483,,J.C. Reed,149033274X
8484,The Pearls of Lutra,Brian Jacques,142401447
8485,The Element: A New View of Human Capacity,"Ken Robinson, Lou Aronica",670020478
8486,The Secret Chord,Geraldine Brooks,670025771
8487,,Rick Riordan,1484721349
8488,A Different Blue,Amy Harmon,1482658143
8489,Downtown Owl,Chuck Klosterman,1416544186
8490,The Flood,William C. Dietz,345459210
8491,Antrax,Terry Brooks,345397673
8492,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,375755195
8493,Once,Anna Carey,62048546
8494,Into the Deep,Samantha Young,
8495,Mirror Dance,Lois McMaster Bujold,671876465
8496,Agnes and the Hitman,"Jennifer Crusie, Bob Mayer",312363044
8497,Logicomix: An Epic Search for Truth,"Apostolos Doxiadis, Christos H. Papadimitriou, Alecos Papadatos, Annie Di Donna",1596914521
8498,HHhH,Laurent Binet,2246760011
8499,The Residence: Inside the Private World of the White House,Kate Andersen Brower,62305190
8500,Stone Cold Touch,Jennifer L. Armentrout,
8501,The Life List,Lori Nelson Spielman,345540875
8502,The Rising,Kelley Armstrong,61797081
8503,Buddenbrooks: Verfall einer Familie,"Thomas Mann, John E. Woods, T.J. Reed",679417370
