id,author,name,serial_number
6516,"Henning Mankell, Laurie Thompson",Hundarna i Riga,1400031524
6517,Paolo Bacigalupi,The Water Knife,385352875
6518,Karl Weber,"Food Inc.: A Participant Guide: How Industrial Food is Making Us Sicker, Fatter, and Poorer-And What You Can Do About It",
6519,Catherine Coulter,The Cove,399150862
6520,Robert Crais,The Monkey's Raincoat,752816993
6521,Herman Wouk,The Caine Mutiny,316955108
6522,Becca Fitzpatrick,,1442474289
6523,James Lee Burke,The neon rain,753820331
6524,"Thomas à Kempis, William Benham", De Imitatione Christi,375700188
6525,K.A. Linde,,1481060953
6526,Kevin Henkes,Kitten's First Full Moon,60588284
6527,"Brian K. Vaughan, Fiona Staples","Saga, Volume Six",163215711X
6528,Debbie Macomber,A Good Yarn,778322955
6529,Richard Castle,Naked Heat,1401324029
6530,William Shakespeare,,671722921
6531,L.J. Smith,,61670855
6532,R.L. Stine,Night of the Living Dummy,439568404
6533,Jeffrey Archer,Shall We Tell the President?,449208060
6534,Charlaine Harris,"Grave Secret (Harper Connelly, #4)",425230155
6535,Peter Shaffer,Equus : a play,140260706
6536,Raymond E. Feist,"Shards of a Broken Crown (The Serpentwar Saga, #4)",380789833
6537,"Chris Colfer, Brandon Dorman",The Enchantress Returns,316201545
6538,Charlie N. Holmberg,The Master Magician,
6539,Dean Koontz,One Door Away from Heaven,553582755
6540,Lisa Kleypas,Love in the Afternoon,312605390
6541,"Joseph Delaney, Patrick  Arrasmith",Attack of the Fiend (The Last Apprentice #4),60891270
6542,Jennifer Probst,The Marriage Trap,
6543,"Sam Smith, Doug Grud",The Jordan Rules,671796666
6544,Michelle Moran,The Heretic Queen,307381757
6545,John Ortberg,"If You Want to Walk on Water, You've Got to Get Out of the Boat",310228638
6546,Janice Y.K. Lee,The Piano Teacher,670020486
6547,Livia E. Bitton-Jackson,I Have Lived A Thousand Years: Growing Up In The Holocaust,689823959
6548,"Roy F. Baumeister, John Tierney",Willpower: Rediscovering the Greatest Human Strength,1594203075
6549,Tami Hoag,Secrets to the Grave,052595192X
6550,Caragh M. O'Brien,Prized,1596435704
6551,Piers Anthony,With a Tangled Skein,345318854
6552,Anita Shreve,Body Surfing,316059854
6553,"Ford Madox Ford, Kenneth Womack, William Baker",The Good Soldier,1551113813
6554,"Margaret Weis, Tracy Hickman",Into the Labyrinth,553567713
6555,J.L. Bourne,Day by Day Armageddon,1411608313
6556,"Stan Berenstain, Jan Berenstain",,039487336X
6557,"Robin Furth, Stephen King, Peter Straub, Tony Shasteen, Nei Ruffino",,345517989
6558,David Brin,Sundiver,553269828
6559,Stephen Fry,Moab Is My Washpot,1569472025
6560,Meredith Wild,Hardline,099050560X
6561,John Sandford,Eyes of Prey,425214435
6562,Peter Lerangis,,545298415
6563,Ellen Schreiber,"Kissing Coffins (Vampire Kisses, #2)",60776242
6564,Sebastian Junger,WAR,446556246
6565,John Corey Whaley,Where Things Come Back,1442413336
6566,Anita Shreve,A Wedding in December,316154512
6567,Simon Singh,Big Bang: The Origin of the Universe,7162219
6568,"Alan Moore, Kevin O'Neill","The League of Extraordinary Gentlemen, Vol. 2",1401201180
6569,Jacqueline Winspear,Birds of a Feather,143035304
6570,Shiv Khera,You Can Win,1904910033
6571,John Flanagan,The Outcasts,399256199
6572,Umberto Eco,Storia della bruttezza,847829863
6573,Leil Lowndes,How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,007141858X
6574,Gosho Aoyama,名探偵コナン 1,1591163277
6575,C.S. Lewis,The Abolition of Man,60652942
6576,Yoshihiro Togashi,Yu Yu Hakusho,1569319049
6577,Philippa Gregory,,857207563
6578,Robin Hobb,Shaman's Crossing,60758287
6579,Joshilyn Jackson,Gods in Alabama,446694533
6580,Sue Grafton,U Is for Undertow,039915597X
6581,R.A. Salvatore,Passage to Dawn,786907509
6582,L.A. Meyer,"Bloody Jack: Being an Account of the Curious Adventures of Mary ""Jacky"" Faber, Ship's Boy",015205085X
6583,Phil Knight,Shoe Dog: A Memoir by the Creator of Nike,1501135910
6584,Paul Pilkington,,
6585,J.D. Robb,"Survivor in Death (In Death, #20)",425204189
6586,Andrew Loomis,Figure Drawing for All It's Worth (How to draw and paint),067031255X
6587,Sarah Waters,Affinity,1573228737
6588,Pat Conroy,The Water is Wide,553381571
6589,Clive Cussler,Iceberg,425197387
6590,Bill Watterson,The Authoritative Calvin and Hobbes,751507954
6591,Tim Winton,Cloudstreet,743234413
6592,Jack Ketchum,The Girl Next Door,843955430
6593,Carlos Castaneda,A Separate Reality,671732498
6594,"Natsuo Kirino, Stephen Snyder",Out  アウト,1400078377
6595,"Philippa Pearce, Susan Einzig",Tom's Midnight Garden,64404455
6596,Anne Bishop,Murder of Crows,
6597,"Cassandra Clare, Sarah Rees Brennan",,1442494786
6598,Kevin Stein, ,786929715
6599,"David  Perlmutter, Kristin Loberg","Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",031623480X
6600,Annie Dillard,Pilgrim at Tinker Creek,72434171
6601,Raymond E. Feist,Prince of the Blood,553588117
6602,Roger Zelazny,The Courts of Chaos,9993911550
6603,"Daron Acemoğlu, James A. Robinson","Why Nations Fail: The Origins of Power, Prosperity, and Poverty ",307719219
6604,"Isabel Allende, Margaret Sayers Peden",El Zorro,006078721X
6605,Marti Olsen Laney,The Introvert Advantage: How to Thrive in an Extrovert World,761123695
6606,"Garth Ennis, Steve Dillon",Preacher: Dixie Fried,1563894289
6607,"D.H. Lawrence, Daphne Merkin",The Rainbow,451530306
6608,Kathryn Lasky,The Capture,439405572
6609,Gary Taubes,Why We Get Fat: And What to Do about It,307272702
6610,Sue Grafton,T is for Trespass ,399154485
6611,"Garth Ennis, Steve Dillon, Steve Pugh, Matt Hollingsworth, Carlos Ezquerra, Richard Case","Preacher: Ancient History (Preacher, #4)",156389405X
6612,John M. Barry,The Great Influenza: The Epic Story of the Deadliest Plague in History,143036491
6613,"Paul Hattaway, Brother Yun",The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,082546207X
6614,Mark  Lawrence,Prince of Fools,425268780
6615,"Saul Bellow, Philip Roth",Herzog,142437298
6616,Neal Shusterman,UnSouled,147111810X
6617,Thich Nhat Hanh,The Miracle of Mindfulness: A Manual on Meditation,807012394
6618,David Shannon,David Gets in Trouble,439050227
6619,Iris Johansen,The Face Of Deception,340739304
6620,Steven Pinker,The Language Instinct: How the Mind Creates Language,60958332
6621,Tim Johnston,Descent,1616203048
6622,Kentaro Yabuki,"Black Cat, Volume 1",142150605X
6623,Megan Abbott,Dare Me,316097772
6624,Rachel Caine,Last Breath,451234871
6625,"Alaa Al Aswany, علاء الأسواني",عمارة يعقوبيان,
6626,"Martha Stewart, Victor Schrager",Martha Stewart's Cookies,307394549
6627,Jacqueline Winspear,Pardonable Lies,312426216
6628,E.D. Baker,"The Frog Princess (The Tales of the Frog Princess, #1)",1582349231
6629,"Reginald Rose, David Mamet",Twelve Angry Men (Penguin Classics),143104403
6630,"Neil Gaiman, Andy Kubert, Matt Wagner, Simon Bisley, Bernie Mireault, Mark Buckingham",Batman: Whatever Happened to the Caped Crusader?,1401223036
6631,Ree Drummond,The Pioneer Woman: Black Heels to Tractor Wheels,61997161
6632,Leo Lionni,Swimmy ,394826205
6633,Sinclair Lewis,Babbitt,142640607X
6634,Cormac McCarthy,Suttree,679736328
6635,Ellen Schreiber,"Love Bites (Vampire Kisses, #7)",61689424
6636,Anne Enright,The Gathering,802170390
6637,Tori Spelling,sTORI Telling,1416950737
6638,James Patterson,Cross My Heart,316210900
6639,Jonathan Haidt,The Righteous Mind: Why Good People Are Divided by Politics and Religion,307377903
6640,Garth Nix,Lady Friday,439700884
6641,Kristen Ashley,Rock Chick Rescue,1849234752
6642,"Joe Hill, Gabriel Rodríguez",Clockworks,1613772270
6643,Wendy Mass,Every Soul A Star,316002569
6644,Julia Scheeres,Jesus Land : A Memoir,1582433542
6645,David Wiesner,Flotsam,618194576
6646,Angela Marsons,Silent Scream,
6647,Jerry Pinkney,The Lion & the Mouse,316013560
6648,Langston Hughes,The Collected Poems of Langston Hughes,679764089
6649,Kendare Blake,Girl of Nightmares,765328666
6650,Lois McMaster Bujold,,743468414
6651,"QuinRose, Soumei Hoshino",Heart no Kuni no Alice  ,1427817693
6652,Darren Shan,"Lord of the Shadows (Cirque Du Freak, #11)",316156280
6653,Michael Moorcock,Elric of Melniboné,441203981
6654,Caroline Alexander,The Endurance: Shackleton's legendary Antarctic expedition,375404031
6655,Wendy Mass,,316002585
6656,Walt Disney Company,Winnie the Pooh and Tigger Too,717287564
6657,Jay McLean,,
6658,L.J. Smith,The Fury,61059919
6659,"Lin-Manuel Miranda, Jeremy McCarter",Hamilton: The Revolution,1455539740
6660,Harlan Coben,Shelter,399256504
6661,"Gregory Maguire, Douglas Smith",,60548940
6662,"O. Henry, Victoria Blake",Selected Stories of O. Henry ,1593080425
6663,"Janet Briggs, Beth Wittlinger",The Taste of Home Cookbook,898214971
6664,Franz Kafka,,684800705
6665,Anne Rice,Cry to Heaven,345396936
6666,Josephine Angelini,Goddess,62012037
6667,J.R. Ward,Crave,451229444
6668,Frederick Forsyth,The Dogs of War,553268465
6669,Brian Lumley,Necroscope ,031285787X
6670,"Truddi Chase, Robert A. Phillips Jr.",When Rabbit Howls,515103292
6671,Robison Wells,Variant,62026089
6672,Brad Thor,Path of the Assassin,141651631X
6673,David Gemmell,Waylander ,345379071
6674,Amy Efaw,After,670011835
6675,Margaret Atwood,Surfacing,385491050
6676,Mhairi McFarlane,You Had Me At Hello,000748805X
6677,"Kevin D. Mitnick, William L. Simon, Steve Wozniak",Ghost in the Wires: My Adventures as the World's Most Wanted Hacker,316037702
6678,Robert Jordan,"The Wheel of Time: Boxed Set #1 (Wheel of Time, #1-3)",812538366
6679,Julianna Baggott,Pure,1455503061
6680,Susane Colasanti,Something Like Fate,670011460
6681,Bernard Cornwell,Excalibur,312206488
6682,Robin Oliveira,My Name Is Mary Sutter,670021679
6683,Diane Duane,So You Want to Be a Wizard,152047387
6684,Agatha Christie,Death in the Clouds,000711933X
6685,Brad Thor,Foreign Influence,1416586598
6686,"Douglas Preston, Lincoln Child",Cemetery Dance,446580295
6687,Christopher Hitchens,Hitch-22: Some Confessions and Contradictions,446540331
6688,"Umberto Eco, William Weaver, R.C.S. Libri",Baudolino,156029065
6689,Christine Feehan,Dark Magic,505523892
6690,Steve Berry,The Amber Room,034548343X
6691,Terry Goodkind,"The Omen Machine (Richard and Kahlan, #1)",038566740X
6692,William Shakespeare,,1853262439
6693,Robert Graysmith,Zodiac,425098087
6694,"James Patterson, Maxine Paetro",15th Affair,1784751995
6695,John le Carré,The Constant Gardener,
6696,David Baldacci,Wish You Well,446699489
6697,Sandra Boynton,Barnyard Dance,1563054426
6698,John Sandford,,399162380
6699,Lisa Lutz,The Passenger,1451686633
6700,Abbi Glines,"Rush Too Far (Too Far, #4)",
6701,Orson Scott Card,"Red Prophet (Tales of Alvin Maker, #2)",812524268
6702,Graeme Base,Animalia,810918684
6703,Elizabeth   Hunter,A Hidden Fire,
6704,Leslie Feinberg,Stone Butch Blues,1555838537
6705,Jennifer L. Armentrout,Don't Look Back,1423175123
6706,Amy  Stewart,Girl Waits with Gun,544409914
6707,Maggie Shipstead,Astonish Me,307962903
6708,"Helen Marion Palmer, P.D. Eastman",A Fish Out of Water,394800230
6709,Iain M. Banks,Look to Windward,743421922
6710,Wendelin Van Draanen,,375866671
6711,C.J. Roberts,,
6712,Dean Karnazes,Ultramarathon Man: Confessions of an All-Night Runner,1585424803
6713,Robert   Harris,An Officer and a Spy,385349580
6714,Hampton Sides,In the Kingdom of Ice: The Grand and Terrible Polar Voyage of the USS Jeannette,385535376
6715,Mary Higgins Clark,A Stranger Is Watching,743484371
6716,Judy Blume,Double Fudge,142408786
6717,Rachel Caine,"The Morganville Vampires, Volume 3",451233557
6718,Alexandra Potter,Be Careful What You Wish For,340841125
6719,Richelle Mead,Storm Born,1420100963
6720,"Joe Hill, Gabriel Rodríguez","Locke & Key, Vol. 4: Keys to the Kingdom",1600108865
6721,Anna Godbersen,Envy,61345725
6722,Ann Aguirre,Horde,1250024633
6723,Rajaa Alsanea,بنات الرياض,1905490208
6724,Eric Carle,The Mixed-Up Chameleon,694011479
6725,Carrie Vaughn,Kitty and the Midnight Hour,446616419
6726,Ha Jin,Waiting,375706410
6727,George Orwell,Burmese Days,1421808307
6728,"James Patterson, Andrew Gross",The Jester,755300203
6729,Judith Guest,Ordinary People,140065172
6730,"Cory Doctorow, Jen Wang",In Real Life,1596436581
6731,Sherrilyn Kenyon,Bad Moon Rising,749909226
6732,Alexandre Dumas,"Robin Hood, le prince des voleurs",3704313173
6733,Scott Westerfeld,Peeps,1595140838
6734,Alison Croggon,,763630152
6735,"Lili St. Crow, Lilith Saintcrow",Jealousy,1595142908
6736,Dylan Thomas,Collected Poems,811202054
6737,Anne Tyler,Vinegar Girl,804141266
6738,"Ben Avery, Mike S. Miller, George R.R. Martin",The Hedge Knight,097640110X
6739,Kristen Ashley,Breathe,
6740,Peter  May,The Black house,1849163847
6741,Lisa Kleypas,Scandal in Spring,60562536
6742,Mary Higgins Clark,On the Street Where You Live,671004530
6743,Richelle Mead,Succubus On Top,758216424
6744,R.A. Salvatore,The Silent Blade (Paths of Darkness #1),786913886
6745,"Jerome Lawrence, Robert E.  Lee",Inherit the Wind,345501039
6746,Tony Hawks,Round Ireland with a Fridge,312274920
6747,Carrie Ryan,The Dark And Hollow Places,385738595
6748,Chelsea Handler,Uganda Be Kidding Me,1455599735
6749,"Pseudonymous Bosch, Gilbert Ford",This Book Is Not Good for You,031604086X
6750,Chuck Klosterman,Eating the Dinosaur,1416544208
6751,Founding Fathers,The Declaration of Independence and The Constitution of the United States ,553214829
6752,Gary Jennings,Aztec,765317508
6753,Charlie Jane Anders,All the Birds in the Sky,765379945
6754,Terry Pratchett,Dodger,62009494
6755,Gary Paulsen,The River,044022750X
6756,Juliet Marillier,Wildwood Dancing,375833641
6757,Kristin Hannah,Home Again,449226352
6758,Clive Barker,Books of Blood: Volume One,425083896
6759,Amy A. Bartol,,
6760,Ken Follett,The Man from St. Petersburg,451208706
6761,Nora Roberts,Daring to Dream,515142905
6762,"J.D. Robb, Nora Roberts",Judgment in Death,425176304
6763,J.D. Robb,"Innocent in Death (In Death, #24)",399154019
6764,Amanda Knox,Waiting to Be Heard: A Memoir,62217208
6765,Jean Ferris,Once Upon a Marigold,152050841
6766,Julie Garwood,The Wedding,743467213
6767,Alan Bradley,The Dead in Their Vaulted Arches,385344058
6768,Joseph Conrad,Heart of Darkness,451526570
6769,"J.J. Abrams, Doug Dorst",S.,316201642
6770,Heather O'Neill,Lullabies for Little Criminals,60875070
6771,Chanda Hahn,,
6772,"Omar Khayyám, محمدعلی فروغی, قاسم غنی",رباعیات [Robāʿiāt-e ʿOmar Khayyām],
6773,Lauren DeStefano,Sever,1442409096
6774,Darynda Jones,Fourth Grave Beneath My Feet,1250014468
6775,"Brian K. Vaughan, Adrian Alphona",,785113797
6776,Richard A. Knaak,The Legend of Huma (Dragonlance: Heroes #1),078693137X
6777,Carolyn  Parkhurst,The Dogs of Babel,316778508
6778,Ludwig Bemelmans,Madeline and the Bad Hat,670446149
6779,Dean Koontz,77 Shadow Street,553807714
6780,Garth Nix,Sir Thursday,439436575
6781,Michio Kaku,"Parallel Worlds: A Journey Through Creation, Higher Dimensions, and the Future of the Cosmos",1400033721
6782,Max Lucado,Facing Your Giants: The God Who Made a Miracle Out of David Stands Ready to Make One Out of You,849901812
6783,Amanda Hocking,Fate,
6784,Ina May Gaskin,Ina May's Guide to Childbirth,553381156
6785,"Melissa Müller, Rita Kimber, Robert Kimber",Anne Frank : The Biography,805059962
6786,Ashwin Sanghi,The Krishna Key,9381626685
6787,Henry Miller,Tropic of Capricorn,802151825
6788,Ambrose Bierce,An Occurrence at Owl Creek Bridge,874068134
6789,Katherine Allred,The Sweet Gum Tree,1419953249
6790,Dale Brown,Flight Of The Old Dog,042519518X
6791,Miriam Toews,A Complicated Kindness,1582433224
6792,D.J. MacHale,Raven Rise,1416914188
6793,Kathleen Grissom,Glory over Everything: Beyond The Kitchen House,1476748446
6794,Robert Muchamore,Class A (Cherub #2),340881542
6795,Jan Karon,Mitford Years New Song Unabridged,014303507X
6796,Tami Hoag,Deeper than the Dead,752891634
6797,Steven Erikson,Dust of Dreams,765316552
6798,Charles Stross,Accelerando,441014151
6799,Sara Nović,Girl at War,812996348
6800,Darren Shan,Lord Loss,316012335
6801,Meg Cabot,Runaway ,545040604
6802,"Henning Mankell, Steven T. Murray",Villospår,1400031567
6803,Abbi Glines,Sometimes It Lasts,
6804,Rachel Maddow,Drift: The Unmooring of American Military Power,307970388
6805,Joelle Charbonneau,Graduation Day,547959214
6806,Billie Letts,The Honk and Holler Opening Soon,446675059
6807,Dean Koontz,Strange Highways,446531383
6808,Jeanette Winterson,The Passion,802135226
6809,Don Winslow,The Power of the Dog,1400096936
6810,"Stephanie Dray, Laura Kamoie",America's First Daughter,62347268
6811,Kim Harrison,The Undead Pool,61957933
6812,Ilona Andrews,On the Edge,441017800
6813,Cynthia Kadohata,,689856407
6814,John Scalzi,The Human Division,765333511
6815,Pittacus Lore,,
6816,Jasper Fforde,The Fourth Bear,670037729
6817,"Mike Carey, Bill Willingham, Peter Gross","The Unwritten, Volume 1: Tommy Taylor and the Bogus Identity",1401225659
6818,Salman Rushdie,The Enchantress of Florence,224061631
6819,Preeti Shenoy,"Life is What You Make It: A Story of Love, Hope and How Determination Can Overcome Even Destiny",9380349300
6820,"Michel Foucault, Robert Hurley",Histoire de la sexualité 1. La Volonté de savoir,679724699
6821,Brad Thor,Takedown,743271181
6822,Jules Verne,De la Terre à la Lune,1598184547
6823,"Tim LaHaye, Jerry B. Jenkins",Armageddon: The Cosmic Battle of the Ages,842332367
6824,"Steven Naifeh, Gregory White Smith",Van Gogh: The Life,375507485
6825,Thomas  Moore,Care of the Soul : A Guide for Cultivating Depth and Sacredness in Everyday Life,60922249
6826,Dennis Lehane,Moonlight Mile ,61836923
6827,Karen Russell,,307957233
